,label,news_report
2767600,India,Bangladeshi convicted of raping nun; 71; in Bengal
3827331,India,Reinstated in January; Lakshadweep MP awaits nod to attend Lok Sabha
231590,India,Parliament adjourned for the day
1883229,India,Curfew-like restrictions imposed in parts of Srinagar
398542,India,Left flays Indo-US strategic partnership
409405,India,Bangalore medicos boycott classes
1990439,India,RSS man Manhohar Lal Khattar to take oath as Haryana CM on October 26
1046505,India,Sand theft: Probes ordered
1961092,India,EC notice to Adityanath over 'provocative' speeches
2525544,India,One-time 60% penalty for voluntary cash disclosure
1920245,India,Air India passengers stranded for 19 hours at Mumbai airport
1564966,India,British PM David Cameron seeks 'special' relationship with India
187127,India,Woman cop's body found in Srinagar
3501343,India,PM took student-centric step in cancelling Class 12 exams
3419549,India,Approve vaccine cautiously: House panel
483580,India,After 21 yrs; man knocks SC doors over dowry
1202783,India,Advani yatra: Team Anna speak in different voices
597788,India,Energy security must for poverty eradication: Rahul
503322,India,N-deal unacceptable; no turnaround in BJP stand
1031398,India,Pranab wants Bengal to reply to Chidambaram's letter
3534717,India,Opposition makes exception to its Pegasus stand; will join talks on OBC quota bill
3140513,India,Hardik asks Modi to 'do a surgical strike on China to bring AN-32 plane back'
2866689,India,West Bengal violence: Two more killed; Babul Supriyo barred from visiting troubled areas
2031470,India,Drugs for Ebola likely to have an Indian connection
1392056,India,CBI chief exits from Jharkhand probe
1110924,India,PIL for special facilities to 1984 victims in UT
1273618,India,Minister: Unanimity on Lokpal an illusion
2143059,India,Rijiju hails Tripura decision on AFSPA
1692953,India,Weaker rupee hurts Indo-Pak trade via Attari
1579504,India,Nine killed as vehicle falls into Yamuna after landslide in Uttarkashi district
1709569,India,Yasin denies any links with Baig
2042311,India,Unabated cold wave sweeps Jammu & Kashmir
2127298,India,Maoists call for boycott of PM Modi's Bastar visit
59857,India,Concern over rise in looting of arms
2050465,India,New calls show Dawood in Pakistan
2357735,India,Netaji survived 1945 air crash; hint newly declassified files
413743,India,Vinay Katiyar offers to apologise
2289216,India,House misled on IMA endorsing products: RTI
2114084,India,BJP sniggers; congratulates Congress on Rahul's return
3784123,India,Type-C port for mobiles & tabs may be a must from December 2024
1767923,India,Delhi-based drug cartel smuggled consignments to Canada; inquiry reveals
1419316,India,Drought threat to four states; food minister KV Thomas says
3322756,India,Govt justifies visa denial to members of US body
256806,India,A new group; a new formula
1388096,India,Siddiqui's killing will not derail probe: Cops
930028,India,A year on; Deshmukh yet to move into official home
2981075,India,My Lords smile; LGBTQ love blooms
2122429,India,Rahul Gandhi in Khanna; Capt Amarinder Singh in Amritsar
2375073,India,Dreamliner engines may freeze: US body
423410,India,Fierce; bloody Raksha Bandhan
509013,India,Alert sounded in Bihar in view of Maoists' bandh call
804058,India,Dickens to Agatha Christie; classics tell a graphic tale
1509328,India,RS members seek apology for Mani Shankar Aiyar's 'animals' remark
2222077,India,Professor Mohanty appointed Unesco education panel member
439074,India,Chinkara case: Aamir to appear in court
734975,India,Will match 2 be a game-changer?
1269132,India,Food Security Bill: PPCC wants Sonia to educate party MPs
1851139,India,Congress unhappy about Chidambaram skipping polls?
205303,India,No move to snap ties with BSP in UP: Mahajan
3084622,India,Minister's Mandsaur U-turn leaves Congress red-faced
781593,India,IRCTC to take over Rajdhani; Shatabdi food: Mamata
515126,India,Maya among top 8 global power women
739998,India,Clean chit to ADAG officials in key witness' death
2942758,India,All or none: BSP pushes Congress for 3-state tie-up
34694,India,Twin tremors jolt Gujarat
999695,India,J&K police fear terror attacks ahead of Obama's visit
2247438,India,Woman; daughter killed as car hits their scooter
52459,India,Parliament adjouned for the day again
2781546,India,BJP leader wants PM to investigate if Padmavati is funded from Dubai
545369,India,Kidney scam: Chhota Shakeel threatened 'Dr Horror'; say cops
3343129,India,HC breather for Pilot camp till Friday; but Congress readies counter-strike
2718075,India,Cloud over India-China trade may now blow over
553863,India,Banks to identify beneficiaries
1047591,India,Cong MP from coastal Andhra for split
404733,India,It's Advani versus Vajpayee yet again
2113255,India,SC split on law officer's continuance in Jaya case
497631,India,Politicians; militants hand in glove: J&K CM
1240088,India,Tamil Nadu nuclear row: APJ Abdul Kalam's visit gently shifts Kudankulam dynamics
2153028,India,BJP; Cong oppose Bhullar's transfer to Amritsar
396134,India,MDMK not to give up its 'self respect': Vaiko
1304051,India,Congress caused hurdles in development: Mayawati
3099155,India,On Modi's turf Varanasi; Priyanka talks of a 'new freedom struggle'
1217802,India,DGHS row: Medicos plan district level meetings
1331441,India,Students go on rampage following death of teacher in UP
3335212,India,City to conduct antigen tests on all high-risk asymptomatic patients
53232,India,Seven killed in Sopore encounter
2096322,India,DK Ravi case: Court restrains CID from preparing interim report
525233,India,In video: Abdullah crossing the line?
397322,India,RSS abolishes spokesperson post
2114539,India,24 hurt in clashes after arrest of Masarat Alam
1857793,India,My commitment is to the party and its symbol: Modi
322461,India,Godhra carnage accused held
2953082,India,Sabarimala row: 'Can SC make women priests in churches or imams in mosques?'
1831448,India,BJP's Delhi Club working against Modi: Madhu Kishwar
969122,India,PM calls for 'non-lethal' ways to control protests
881825,India,India willing to try out 'good Taliban'
315511,India,JD(U) threatens to snap ties with BJP
413220,India,Couple shot dead in Punjab
3182775,India,23 killed in explosion at illegal firecracker factory in Punjab
714039,India,Lalu signals breaking ties with Congress
465863,India,Angry Haryana panchayat bans cricket
13949,India,Kashmir killings challenge to nation: Advani
872201,India,Country's brightest get recognition from the best
86652,India,Govt has right to retire employee: SC
148781,India,Muslim traders scared after attack on gym
298468,India,Omar Abdullah leading in Srinagar
479402,India,Pawar to back Cong choice in Prez poll
2557219,India,PM Narendra Modi raises Kim Davy case with Denmark
2198637,India,BJP clean sweeps in Madhya Pradesh civic polls
411724,India,Cops put to rest 'ghostly' pigeon in WB village
2392812,India,Assembly polls: PM Narendra Modi's success rate better than Rahul Gandhi's
2134133,India,Will welcome Chinese investment; expertise: Maharashtra CM
953724,India,Move Sohrabuddin case outside Gujarat: CBI
1846257,India,PCAlagirimeet inMadurai
887874,India,Pak troops violate LoC ceasefire
2208970,India,Courts have ruled; if there is proof; body of victim not essential to prove murder
1233724,India,Jairam wants NCP-controlled dept to oversee NREGA in Maharashtra
2124499,India,Are senior advocates' kin favoured with 'senior' designation; Indira Jaising asks Supreme Court
2557213,India,Toy train derails near Darjeeling; 5 injured
2953269,India,Non-alcoholic liver disease a big worry
1421372,India,10 Cong MPs ask for Rahul Gandhi as leader of Lok Sabha
123918,India,HC extends interim bail of three JMM leaders
3760803,India,Gujarat assembly polls 2022: Two more MLAs quit; Congress erosion continues
1229460,India,Anti-India slogans found spray-painted on Samjhauta Express
1135210,India,BJP demands Maran's resignation
1153013,India,Man fakes death of NRI father for insurance money
3554179,India,Low pressure systems to keep monsoon active till Sept end
76616,India,US says no to mediation on Indo-Pak issues
982462,India,6 inducted into Karnataka ministry
1582652,India,NIA seeks custody of Indian Mujahideen operatives who recceed Dilsukhnagar
398474,India,Office discipline: SC draws the line
605273,India,J&K protests: Cops say Azad tied their hands
1681411,India,Is Hindi-Marathi divide hurting Vidarbha movement?
1536056,India,Akbaruddin Owaisi questioned by cops; petitions court to stop multiple FIRs against him
518513,India,Pravin denies killing Pramod Mahajan
429101,India,Oil-for-food scam: Cong expels Jagat Singh
2631383,India,We can hit India much harder; boast Pakistani hackers
11371,India,AIADMK-DMK row over IPS officers' transfer
2551580,India,Service charge: Don't eat if you don't want to pay; says restaurants' body
2185190,India,SIT court to visit Gulbarg Society on July 30
310153,India,NDA boycotts Question Hour on 'tainted' ministers issue
303461,India,Foodgrain output dwindles
496753,India,Sanjay takes up carpentry in jail
304275,India,Two killed in Howrah-Danapur Express
3209789,India,PM flight denied airspace: ICAO seeks info from Pakistan; 'acknowledges' India's letter
2435811,India,Anti-Mayawati rant; Gujarat stir leave BJP's Dalit outreach in tatters
1570074,India,Aeromatrix staff knew of directors' role in chopper scam
2073841,India,PM Modi inaugurates Aero India; says need to increase defence preparedness
733929,India,Security forces recover bomb in Jharkhand
225210,India,Gujarat police grope in dark
2325119,India,Air pollution kills millions annually; mostly in China; India
1637446,India,Teaching Buddhism to Indians is like returning ancestral wisdom
3179907,India,'Very concerned' by reports of detentions & curbs: US
3770295,India,Irked by 'slow trial'; Odisha man attacks judge with knife
2473801,India,Ayodhya is not Hindu-Muslim dispute; says Sangh chief
644693,India,As Central team visits; cops swing into action
354961,India,FBI's most wanted is now in India
1763227,India,Aruna Roy quits Tehelka Foundation board
272362,India,Interest on education loans may be slashed
1570710,India,Rail Budget 2013: Railways bonanza for pilgrims; tourists
156832,India,Villagers lynch 2 Ulfa militants in Assam
3244389,India,Tea growers keep a close watch
1454195,India,Jeet Thayil's 'Narcopolis' makes it to Booker shortlist
524382,India,Cabinet meets to discuss Karnataka crisis
1406811,India,Mashobra trust under scanner for excess land
1315451,India,'We need water. Why doesn't Didi understand?'
3446928,India,patents cases may soon go to courts as govt plans to dismantle five tribunals
